num,img,title,field,organizer,start_day,finish_day,homepage
723,https://www.wevity.com/upload/contest/20240323041705_397b2402.jpg,제22회 경상북도 영상콘텐츠 시나리오 공모전,"문학, 글, 시나리오",경상북도,2024-06-03,2024-06-28,https://www.storyg.or.kr/home/sub4/sub1.asp
724,https://www.wevity.com/upload/contest/20240323034857_06c716be.jpg,2024년 자살유발정보 모니터링단 지켜줌인(人) 모집,"대외활동, 서포터즈",한국생명존중희망재단,2024-03-04,2024-11-30,https://sims.kfsp.or.kr/usr/board/noticeDetail.do?bbsNo=78
725,https://www.wevity.com/upload/contest/20240321013704_f7d7f2d7.jpg,제16회 효사랑 글짓기 공모전,"문학, 글, 시나리오",효세계화운동본부,2024-05-01,2024-07-31,https://cafe.daum.net/hyosalang
726,https://www.wevity.com/upload/contest/20240321005400_c93546ed.jpg,제29회 부산국제영화제 출품 공모,"영상, UCC, 사진",부산국제영화제,2024-03-18,2024-07-17,https://www.biff.kr/kor/addon/10000001/page.asp?page_num=7985
727,https://www.wevity.com/upload/contest/20240319184726_01f22d1a.jpg,제 16회 대한민국 도시숲 설계공모대전,"건축, 건설, 인테리어",산림청,2024-07-29,2024-08-02,http://www.dosisoop.com/
728,https://www.wevity.com/upload/contest/20240319231305_34e6ef7d.jpg,제14회 벽산예술상 희곡상 공모전,"문학, 글, 시나리오",벽산문화재단,2024-03-08,2024-07-31,https://www.bsfoundation.org/ezboard.php?BID=board02&GID=root&mode=view&UID=148&CURRENT_PAGE=1&SEARCHTITLE=&searchkeyword=&category=&sysop=&fm=&BType=&ListMax=
729,https://www.wevity.com/upload/contest/20240319230754_c5c3b44f.jpg,2024 벽산예술상 음악상 추천공모,"예체능, 미술, 음악",벽산문화재단,2024-03-11,2024-07-31,https://www.bsfoundation.org/ezboard.php?BID=board02&GID=root&mode=view&UID=149&CURRENT_PAGE=1&SEARCHTITLE=&searchkeyword=&category=&sysop=&fm=&BType=&ListMax=
730,https://www.wevity.com/upload/contest/20240318223458_28377b20.jpg,2024 안정리예술인광장 어린이 그림그리기 대회,"예체능, 미술, 음악",평택시문화재단,2024-04-01,2024-07-01,https://theanjeongri.org/culture/detail.php/?no=17
731,https://www.wevity.com/upload/contest/20240318194412_aa0060fb.jpg,2024 한국리모델링건축대전,"건축, 건설, 인테리어",(사)한국리모델링협회,2024-07-01,2024-07-02,https://www.remodeling.or.kr/board/?_0000_method=view&ncode=a0001&num=7052
732,https://www.wevity.com/upload/contest/20240318192308_44f84e0b.jpg,2024 도코모모코리아 근현대건축 공모전 및 국제학술대회,"건축, 건설, 인테리어",문화재청,2024-04-01,2024-06-30,https://www.mahc.or.kr/
733,https://www.wevity.com/upload/contest/20240318185727_6b32945f.jpg,2024 부마민주항쟁 창작곡 공모,"예체능, 미술, 음악",(재)부마민주항쟁기념재단,2024-07-10,2024-07-19,http://buma1979.or.kr/?page_id=34177&vid=145
734,https://www.wevity.com/upload/contest/20240319012246_6e2f4005.jpg,세계인이 바라본 무주구천동 관광특구 사진공모전,"영상, UCC, 사진",무주군관광협의회,2024-09-02,2024-10-10,http://www.mujutour.co.kr/board/view.muju?boardId=BBS_0000033&menuCd=DOM_000000105006000000&paging=ok&startPage=1&dataSid=19919
735,https://www.wevity.com/upload/contest/20240318235346_f8f476de.jpg,2024 울산 중구 숏폼 영상 공모전,"영상, UCC, 사진",울산광역시 중구,2024-03-14,2024-06-30,https://www.junggu.ulsan.kr/board/view.ulsan?boardId=BBS_0000007&menuCd=DOM_000000302007001000&startPage=1&dataSid=644335
736,https://www.wevity.com/upload/contest/20240315235032_ea0b5b86.jpg,2024년 경기도 공공디자인 공모전,"건축, 건설, 인테리어",경기도,2024-06-24,2024-06-28,https://design.gg.go.kr/
737,https://www.wevity.com/upload/contest/20240314210921_e2d1484e.jpg,제2회 너머 신인문학상 공모,"문학, 글, 시나리오",한국문학번역원,2024-03-01,2024-06-30,https://www.keid.or.kr/keid-announcement/f6c57188-afd9-412e-b74c-8b31b91961b3
738,https://www.wevity.com/upload/contest/20240314201056_62baffa0.jpg,제4회 비룡소 동시 문학상,"문학, 글, 시나리오",비룡소소,2024-01-02,2024-06-30,http://bir.co.kr/awards/비룡소-동시-문학상/
739,https://www.wevity.com/upload/contest/20240313172609_b12296f0.jpg,중앙회화대전 2024 경계를 넘어,"디자인, 캐릭터, 웹툰, 예체능, 미술, 음악",중앙일보,2024-03-11,2024-06-21,http://jpe.gongmojeon.com/
740,https://www.wevity.com/upload/contest/20240312234904_638e7edf.jpg,2024년 전국 청소년 세금작품공모전,"예체능, 미술, 음악",국세청,2024-03-04,2024-06-30,https://www.nts.go.kr/nts/na/ntt/selectNttInfo.do?mi=2207&bbsId=1011&nttSn=1332054
741,https://www.wevity.com/upload/contest/20240312222022_acf00a78.jpg,국립공주대학교 제18회 캠퍼스 사진 공모전,"영상, UCC, 사진",국립공주대학교,2024-09-02,2024-09-30,https://www.kongju.ac.kr/bbs/kongju/1521/293972/artclView.do?layout=unknown
742,https://www.wevity.com/upload/contest/20240311170613_68193355.jpg,2024년 나의 병역이야기 공모전,"영상, UCC, 사진",병무청,2024-03-11,2024-06-28,https://www.mma9090.kr/main/main.php
743,https://www.wevity.com/upload/contest/20240311222810_85907b50.jpg,2024 제주특별자치도 상징물디자인 공모전,"예체능, 미술, 음악",제주특별자치도,2024-07-01,2024-09-30,https://www.jeju.go.kr/publicdesign/symbol.htm
744,https://www.wevity.com/upload/contest/20240311205954_9aff6b7a.jpg,서울호서직업전문학교 디지털 일러스트 공모전,"디자인, 캐릭터, 웹툰",서울호서직업전문학교,2024-03-01,2024-09-30,https://www.shoseo.ac.kr/event/dic.asp
745,https://www.wevity.com/upload/contest/20240311193500_ffc667da.jpg,고령 지산동 고분군 전국사진공모전,"영상, UCC, 사진",고령군,2024-10-18,2024-10-28,https://www.goryeong.go.kr/kor/boardView.do?IDX=87&BRD_ID=1009&BOARD_IDX=15478
746,https://www.wevity.com/upload/contest/20240309060246_aa363458.jpg,2024년 제11회 유닛로드시스템(ULS) 창의성 공모전,"예체능, 미술, 음악",한국파렛트컨테이너협회,2024-03-01,2024-07-31,http://www.kopal.or.kr/index.php/customer/notice_view/pk/138
747,https://www.wevity.com/upload/contest/20240307163326_69dfb920.jpg,"2024년 아이소리 공모전 (언어재활, 인지치료 교구 및 교재 개발 아이디어)","기획, 아이디어",(재)파라다이스복지재단,2024-03-01,2024-06-30,https://www.paradise.or.kr/front/community/newsDetail.asp?seq=177
748,https://www.wevity.com/upload/contest/20240306190242_3426d6fd.jpg,2024 울산동구 사진/숏폼 공모전,"영상, UCC, 사진",울산광역시 동구,2024-09-01,2024-09-30,https://www.donggu.ulsan.kr/cop/bbs/selectBoardArticle.do?bbsId=BBSMSTR_000000000323&nttId=197243
749,https://www.wevity.com/upload/contest/20240307035205_460acb89.jpg,제21회 월드뷰티 아트&디자인 국제공모전,"예체능, 미술, 음악",사단법인 월드뷰티아트협회 월드뷰티아트,2024-05-20,2024-06-07,http://wbaa.kr/제21회-월드뷰티-아트디자인-국제공모전-개최/?cat=136/
750,https://www.wevity.com/upload/contest/20240307022708_0111e547.jpg,2024 제1회 안전가옥 쇼-트 공모전,"문학, 글, 시나리오",안전가옥,2024-03-05,2024-07-15,https://safehouse.kr/
751,https://www.wevity.com/upload/contest/20240307012351_f544e0a5.jpg,제15회 파주시 예쁜간판 공모전,"건축, 건설, 인테리어",파주시,2024-03-04,2024-06-28,https://www.paju.go.kr/www/paticipation/contest_02/contest_intro/contestIntroduce.jsp
752,https://www.wevity.com/upload/contest/20240306002712_6d885618.jpg,제16회 대전광역시 공공디자인 공모전,"건축, 건설, 인테리어",대전광역시,2024-06-10,2024-06-24,https://www.daejeon.go.kr/dsi/index.do
753,https://www.wevity.com/upload/contest/20240306001015_b570a852.jpg,2024 블라이스xSBA 정식연재 공모전,"문학, 글, 시나리오","블라이스, SBA",2024-03-01,2024-06-30,https://www.blice.co.kr/event/eventPage.kt?eventSeq=1707
754,https://www.wevity.com/upload/contest/20240305005528_c9e0ab25.jpg,제1회 기장군 관광사진 공모전,"영상, UCC, 사진",기장군,2024-10-01,2024-11-20,https://www.gijang.go.kr/index.gijang?menuCd=DOM_000000101001002000
755,https://www.wevity.com/upload/contest/20240305001859_be377302.jpg,2024년 제11회 광융합 기술사업화 아이디어 및 제품 디자인 공모전,"기획, 아이디어",한국광기술원,2024-03-01,2024-06-28,https://www.kopti.re.kr/ko/customer/noticeDetail.do?NM_KEYNO=NM_0000000110
756,https://www.wevity.com/upload/contest/20240301002846_edbe9daf.jpg,2024 부산노동권익센터 제 2회 감정·비정규직노동자 수기공모전,"문학, 글, 시나리오",부산노동권익센터,2024-03-01,2024-07-31,http://bslabors.or.kr/bbs/board.php?bo_table=cci_a&wr_id=113
757,https://www.wevity.com/upload/contest/20240301000646_37276412.jpg,2024년 상반기 속초시시설관리공단 ESG 혁신아이디어 공모전,"기획, 아이디어",속초시시설관리공단,2024-02-22,2024-06-28,http://www.sokchosiseol.or.kr/bbs/haeomi.do
758,https://www.wevity.com/upload/contest/20240229220556_502a9c63.jpg,2024년 상반기 TVCF  대학생 광고평가단 모집,기타,(주)애드크림,2024-02-29,2024-06-30,https://www.tvcf.co.kr/
759,https://www.wevity.com/upload/contest/20240301012208_fb4876fc.jpg,2024년 상반기 주민과 함께하는 창의제안 공모전,"기획, 아이디어",강남구도시관리공단,2024-03-01,2024-06-28,https://www.gncity.or.kr/gncity/bbs/BMSR00050/view.do?boardId=6494&menuNo=200206
760,https://www.wevity.com/upload/contest/20240301011849_9e8a8fb8.jpg,제14회 제주 공공디자인 공모전 (전국공모),"건축, 건설, 인테리어",제주특별자치도,2024-06-17,2024-07-01,https://www.jeju.go.kr/publicdesign/public/notice/notice.htm?act=view&seq=1453377
761,https://www.wevity.com/upload/contest/20240229043213_5270ecfa.jpg,2024년 은평구 상반기 아이디어 제안공모전,"기획, 아이디어",은평구,2024-01-01,2024-06-30,https://blog.naver.com/eunpyeonggu/223361449088
762,https://www.wevity.com/upload/contest/20240227184617_af322d13.jpg,2024년 경기도 청년 생명사랑 모니터단 Gol(Gyeonggi On-Line)-keeper 6기 상시 모집,봉사활동,경기도자살예방센터,2024-03-01,2024-11-30,https://youth.mindsave.org:30005/
763,https://www.wevity.com/upload/contest/20240228010443_a68a0f56.jpg,제1회 내포문화숲길 사진 공모전,"영상, UCC, 사진",내포문화숲길,2024-03-04,2024-08-30,http://www.naepotrail.org/notice/80
764,https://www.wevity.com/upload/contest/20240226171905_6fb6e158.jpg,웰컴투! 청년봉사단 나눔누리 14기 모집,봉사활동,충청북도종합자원봉사센터,2024-02-26,2024-09-30,https://cb1365.net/new/board/view.asp?tid=cs_notice&mNum=3&sNum=0&idx=88&curPage=1&list_cnt=10
765,https://www.wevity.com/upload/contest/20240227020238_d28212c2.jpg,2025년 상상인 신춘문예 공모,"문학, 글, 시나리오",상상인,2024-02-25,2025-01-05,https://blog.naver.com/sangsangin123/223364277281
766,https://www.wevity.com/upload/contest/20240226135300_769c429a.jpg,2024 서울노인복지센터 똑똑! 한 걸음 지킴이활동가 모집,봉사활동,서울노인복지센터,2024-02-26,2024-12-31,https://seoulnoin.or.kr/
767,https://www.wevity.com/upload/contest/20240223200727_b80cc087.jpg,[시립창동청소년센터] 2024 CD문화봉사단 10기  단원 모집,"대외활동, 서포터즈",시립창동청소년센터,2024-02-18,2024-12-31,http://www.cdyouth.or.kr/
768,https://www.wevity.com/upload/contest/20240222193507_4f765b3a.jpg,2024년 정읍시 관광 유튜브 공모전,"영상, UCC, 사진",정읍시,2024-11-04,2024-11-22,https://www.jeongeup.go.kr/board/list.jeongeup?boardId=BBS_0000272&menuCd=DOM_000000101003015000&contentsSid=3944&cpath=
769,https://www.wevity.com/upload/contest/20240222015636_fb4e1d30.jpg,2024 상사중재 논문경시대회 개최,"논문, 리포트",대한상사중재원,2024-03-04,2024-07-05,http://www.kcab.or.kr/servlet/kcab_kor/notice/5112?seq=1671&pageno=1&gubun=1&path=&name=&clsf=
770,https://www.wevity.com/upload/contest/20240221015627_5e58c7e3.jpg,2024년 대한화학회 화학포스터 그리기 및 화학시화 대회,"디자인, 캐릭터, 웹툰",대한화학회,2024-06-03,2024-06-28,https://new.kcsnet.or.kr/notice/46433
771,https://www.wevity.com/upload/contest/20240219150458_c513136f.jpg,2024년 광진구학교밖청소년지원센터 검정고시 멘토 모집,봉사활동,광진구학교밖청소년지원센터,2024-01-01,2024-12-31,http://www.light1318.or.kr/home/c1.php?mode=read&start=0&search_str=&search_val=&mod_gno=311&offset=
772,https://www.wevity.com/upload/contest/20240220043313_69352713.jpg,2024년 단양 관광 사진 공모전,"영상, UCC, 사진",단양관광공사,2024-02-13,2024-11-15,https://www.dytc.or.kr/main/63?action=read&action-value=1337c1c267dd72c0d9ef834661586dba
773,https://www.wevity.com/upload/contest/20240216211537_2ffa9221.jpg,2024년 제9회 진주시 도시·공공디자인 작품공모전,"건축, 건설, 인테리어",진주시,2024-08-26,2024-08-29,https://www.jinju.go.kr/00130/02730/05586.web
774,https://www.wevity.com/upload/contest/20240215192107_7d623c99.jpg,제3회 백조학술논문상 공모,"논문, 리포트",화성문화원,2024-02-14,2024-07-31,https://www.nojak.or.kr/services/front/community/notice/view?U_CD=COMMUNITY&BBS_SEQ=1855&BBS_GUID=850796D1-ED26-4B66-91D5-7610E0D14A03
775,https://www.wevity.com/upload/contest/20240214163331_9401ec75.jpg,2024 대한민국 영재발굴대전,"예체능, 미술, 음악","한국미술진흥원,한국영재발굴재단,후암아트센터",2024-02-20,2024-12-20,https://kfdgt.com/
776,https://www.wevity.com/upload/contest/20240214152128_1c4dfe92.jpg,김근태기념도서관 어린이·청소년 독서스크랩동아리 북Book띠부띠부 모집,기타,김근태기념도서관,2024-02-14,2024-12-31,https://www.unilib.dobong.kr/edusat/view.do?edu_idx=4358
777,https://www.wevity.com/upload/contest/20240214095338_a0ba70dd.jpg,제14회 대한민국 무궁화 미술 대전,"예체능, 미술, 음악",대한민국무궁화미술대전위원회,2024-06-01,2024-06-12,https://kmae.or.kr/
778,https://www.wevity.com/upload/contest/20240214060452_76c3994f.jpg,제6회 제주무비콘서트 페스티벌,"영상, UCC, 사진",매깨라스튜디오,2024-02-15,2024-08-31,https://www.jejumovieconcertfestival.com/#doz_menu_16
779,https://www.wevity.com/upload/contest/20240208011528_1c0d7f56.jpg,환경아카이브 풀숲 논문 공모전,"논문, 리포트",숲과나눔,2024-02-01,2024-11-30,https://ecoarchive.org/contribution/contest
780,https://www.wevity.com/upload/contest/20240212190433_022404b3.jpg,2024 박인환상 학술부문 공모전,"문학, 글, 시나리오",인제군문화재단,2024-07-01,2024-07-08,http://parkinhwan.or.kr/sub07_1_v.html?bkey=9c6acd809e5f23813a9426ba2131f347
781,https://www.wevity.com/upload/contest/20240202001845_9c6eb2c6.jpg,제3회 충청남도 드론 영상 및 사진 공모전,"영상, UCC, 사진",충청남도,2024-02-01,2024-10-31,http://www.chungnam.go.kr/contest/contest/contestCdView.do?contest_cd=712&searchCnd=0&mnu_cd=CONMENU00003&searchCnd_2=0&pageNo=1&pageGNo=0&showSplitNo=10
782,https://www.wevity.com/upload/contest/20240131173219_1d7ab858.jpg,24년상반기 SW개발공모전(SW개발아이디어 및 결과물),"게임, 소프트웨어",한국스마트정보교육원,2024-01-31,2024-06-28,http://ksmart.or.kr/?c=5/9&type=notice&mod=view&type=notice&idx=bbs_content_24013000003
783,https://www.wevity.com/upload/contest/20240130171453_f6364225.jpg,2024 스스로넷 청소년미디어동아리 모집,기타,스스로넷,2024-01-30,2024-12-31,https://www.ssro.net/about/notice_view.jsp?no=521849&listSize=7&pageNo=1&ktype=&kword=&bcate=notice&category=
784,https://www.wevity.com/upload/contest/20240129223728_fc768d8f.jpg,2024 의성사랑 유튜브 공모전,"영상, UCC, 사진",의성군,2024-01-22,2024-07-31,https://www.usc.go.kr/gosi/detail.tc?mn=1271&pageIndex=&pageSeq=1217&mgtNo=33341&searchKeyword=
785,https://www.wevity.com/upload/contest/20240124194408_ac937e7a.jpg,제3회 시마청소년작품상 공고,"문학, 글, 시나리오",문학매거진SIMA,2024-01-24,2024-07-26,http://dohun.kr/category/cata04/
786,https://www.wevity.com/upload/contest/20240122181010_793d13ae.jpg,제1회 신생 신인상 공모,"문학, 글, 시나리오",시전문계간지신생,2024-01-02,2024-06-30,http://www.sinsaeng.org/default/05/01.php?com_board_basic=read_form&com_board_idx=9&com_board_id=5
787,https://www.wevity.com/upload/contest/20240118160635_5f3e48de.jpg,[동탄어울림사회복지관] IT(잇) 캔 두 With(전문봉사단) 디지털 전문 자원봉사활동,봉사활동,화성시동탄어울림종합사회복지관,2024-01-17,2024-11-29,https://blog.naver.com/dongtan_with/223324164249
